Time,Username,Tweet,Label,Public_Place
2023-02-11 19:19:45+00:00,OstomyCanada,"Ostomy Canada Youth Camp registration is now open. Visit https://t.co/aeRyfxfrYk for more details! 

#ostomy #ostomycare #ostomyawareness #ostomybag #ostomyfitness #ostomyreversal #ostomycanadasociety #ostomycanada #ostomycaretips #medical #clinical #medicalnews #ostomylife https://t.co/6DbhfG1WPH",2,hospital
2023-02-11 19:15:42+00:00,DrFarhanEssa1,"Karachi Chamber of Commerce &amp; Industry 
Awareness session on vaccination and free medical camp 
18 Feberuary 
10 am to 4pm
CSR @Dressalab in collaboration with UNICEF, WHO and EPI
Proud to lead these initiatives 
 #medical #collaboration #commerce #karach…https://t.co/hmJRgeSWU0",2,hospital
2023-02-11 19:15:24+00:00,KevinMo95499403,"Watch ""Doctor explains GOITRE in under 60 seconds - SYMPTOMS, TREATMENT &amp; MORE #shorts #medical #health"" on YouTube https://t.co/sGUlHFrkQY",2,hospital
2023-02-11 19:15:05+00:00,LevaDuell,15 Companies That Hire Medical Coders. How to Get Medical Coding Jobs. #medicalcoding #medicalbilling #medical #careers #jobs #workfromhome #wahm #Moms https://t.co/kUWKTszRjg https://t.co/nqDXsFEBXH,2,hospital
2023-02-11 19:04:00+00:00,chrisoldcorn,GOIN’ BATTY: Nurses capture winged creature in a Sask hospital ICU - #news #canada #bat #Sask #saskatchewan #sk #politics #government #cdnpoli #cdnpolitics #skpoli #healthcare #hospital #nurses https://t.co/b9twLOt6sJ,2,hospital
2023-02-11 19:03:11+00:00,hitechit,Complete #Hospital Manager #Software with #Accounting and #Inventory Control - https://t.co/DrY3sJRxSF,2,hospital
2023-02-11 19:03:10+00:00,free_resumes,"Enjoy a Free Nurse Resume Template! https://t.co/luZ4en5e1O
#Freeresumes #freeresumetemplates #resumes #CV #job #career #resumetemplates #recruiter #nurse #nursing #medical #resume #resumetips #resumehelp #resumewriter https://t.co/ScooJPsIGy",2,hospital
2023-02-11 19:00:14+00:00,MarchingTruth2,"""honest error"" #EmoryUniversity (#Atlanta, #Georgia)  MD or more fittingly, fraudulent #researcher, #fabricator, #backstabber, #liar, etc...

https://t.co/UwmqIcqf46

#news #truth #schoolofmedicine  #Emory #conspiracy #medical  #university  #neurology #surgeon https://t.co/G0qeiBufF4",2,hospital
2023-02-11 19:00:13+00:00,FabeBooks,"New Releases in Medical:

Buy Now:  https://t.co/yiT11PV0LQ

#FabeBooks #NewReleasesinebooks #FabeBooks #FabBestsellers #FabOffers #Medical #MedicalBooks",2,hospital
2023-02-11 19:00:08+00:00,ElhamShoja,"#medical model of mental health issues has led #Psychiatrist over Medicaid, all their patients! That has made #Psychologists job #Hell @AP @cnnbrk @NewsHour @frontlinepbs @PBSSoCal @bbcpersian @BBCWorld",2,hospital
2023-02-11 18:59:56+00:00,usnehal,Congrats to Dr. Pinkey Patel #femalefounder in #FemTech supporting #postpartum women stay healthy or regain health and a particular focus on #pelvicfloor wellness that is a gap in #hospital-based #healthcare for both women &amp; men. https://t.co/smOheaJfY8,2,hospital
2023-02-11 18:58:42+00:00,MeeksZion,"""If the doctor is ""handling"" you, don't you think it's for a reason?""
-Unfortunately, I can't allow that.
My dreams in my body is too delicate a subject and my opinion hasn't counted, so we'll just have to keep moving forward.
#medical #christianity #dountoothers https://t.co/slrfNyQb5y",2,hospital
2023-02-11 18:55:15+00:00,SomersetLog,[23-11318/1339] Reason: #MEDICAL #EMERGENCY | Location: [PIT] HUNNEWELL AVE,2,hospital
2023-02-11 18:54:10+00:00,arabtimeskuwait,"MoH bemoans attacks on Al Razi hospital staff

#Kuwait #Assault #Workers #Hospital 

https://t.co/hdTRIWYkJ8",2,hospital
2023-02-11 18:49:37+00:00,Mahmoud93814475,Find public event. #visitclinic #medical #clinic #pharmacy #event https://t.co/XZZ9Jvg7EL,2,hospital
2023-02-11 18:47:47+00:00,Mahmoud93814475,"Find public event. #visitclinic #medical #clinic #pharmacy #event
https://t.co/6YW5Soj9U7",2,hospital
2023-02-11 18:46:02+00:00,RVoszPhlebotomy,Blood Cells #medical #medicallabtechnology #phlebotomy #doctor #laboratory #science #cbctest #lab https://t.co/3fOzMPo7O6 https://t.co/oe6OoBvxUO,2,hospital
2023-02-11 18:44:26+00:00,Alice_ch_n3e81,"#hospital #office building #architecture #auditorium #office building :) *Barr—an inspired choice), rented premises in the loft of an office building on Fifth Avenue, and issued a brochure entitled A New Art Museum, which set out some of their aims. https://t.co/ybM2D9Aahv",2,hospital
2023-02-11 18:40:14+00:00,SomersetLog,[23-11313/1305] Reason: #MEDICAL #EMERGENCY | Location: [SOM] MADISON RD | #EMS Unit: EMS Unit 1,2,hospital
2023-02-11 18:39:29+00:00,abubakrbishir,"Assalamu Alaikum 
This is to invite you to participate @ #IMAN Free #Medical #outreach, which will In Shaa Allah takes place on Sunday 12/2/2023 . 8:30am to 1:00pm. at MINARAT Science Academy, Gagi Area, Sokoto🇳🇬. May Allah rewards you abundantly. Amin.",2,hospital
2023-02-11 18:37:17+00:00,Mahmoud93814475,visit clinic provide installments to provided services and products #visitclinic #clinic #pharmacy #medical #installment https://t.co/pQIfiPvZRI,2,hospital
2023-02-11 18:34:32+00:00,Mahmoud93814475,"visit clinic provide installments to provided services and products #visitclinic #clinic #pharmacy #medical #installment
https://t.co/6n87GLLyWQ",2,hospital
2023-02-11 18:31:04+00:00,samreen_mmalik,ANSWER THE QUESTION https://t.co/w7QP5J9ZwG via @YouTube #medicine #doctor #surgery #health #medical #healthcare #mrcs #mrcsbosce #femalesurgeon #youtube #membership #mrcsparta #royalcollegeexams #membershipexams #howtopassmrcsparta? #uk #nhs #workingassurgeon #workinginnhs #mock,2,hospital
2023-02-11 18:30:55+00:00,Vesuvius1777,@youtube @TeamYouTube is leading misinformation on #health topic online. #medical @elonmusk #YouTube,2,hospital
2023-02-11 18:30:02+00:00,freepngclipart,New PNG Today - Young Male Doctor #medical #person #hospital #people #profession #health #png  https://t.co/XZ0to6XAwD https://t.co/8XS9xFRqgS,2,hospital
2023-02-11 18:25:14+00:00,SomersetLog,[23-11313/1305] Reason: #MEDICAL #EMERGENCY | Location: [SOM] MADISON RD,2,hospital
2023-02-11 18:14:42+00:00,h_pongilath,"Ministry of Health &amp; Family Welfare Reconstitution of CSB Non Official Members (Eminent Experts) constituted under the Pre conception &amp; pre Natal Diagnostic Techniques (Prohibition of Sex Selection) Act,1994
#Medical https://t.co/UbkQ0TMw0S",2,hospital
2023-02-11 18:10:15+00:00,SomersetLog,[23-11311/1254] Reason: #MEDICAL #EMERGENCY | Location: [MAD] KINCAID RD,2,hospital
2023-02-11 18:02:06+00:00,UNTalentJobs,"🇷🇼 Opening @UNICEF 
 🩺 #Medical 👨‍🏫 #teaching 
 🟢 Volunteering 
 
HEALTH, NUTRITION, AND EARLY CHILD DEVELOPMENT SPECIALIST 
 
 🗓 Exp. in 2 days 
 #unjobs #untalent #hiring 
https://t.co/jfBkHrkwX6",2,hospital
2023-02-11 18:02:00+00:00,chrisoldcorn,GOIN’ BATTY: Nurses capture winged creature in a Sask hospital ICU - #news #canada #bat #Sask #saskatchewan #politics #government #cdnpoli #cdnpolitics #saskpoli #skpoli #healthcare #hospital #nurses https://t.co/b9twLOt6sJ,2,hospital
2023-02-11 18:01:20+00:00,PolicyWriters,"#Healthcare policy and procedure writing services for #ukbusiness 

#aesthetic #cosmetics #botox #medicine #medical #clinic #regulation #HIS #CQC

https://t.co/AG9oMrznrY",2,hospital
2023-02-11 18:01:11+00:00,PulpNews,"Man struck by vehicle in Rostraver, flown to #hospital - Feb 11 @ 12:57 PM ET https://t.co/AbMBMLfD1W",2,hospital
2023-02-11 18:00:40+00:00,MedJournal360,"Click here to read the complete article here: https://t.co/mIdRn63UgN

#medjournal360 #digitalresource #resources #awareness #patient #patientwarrior #healthcare #health #healthcareproviders #disease #doctor #medical #illness https://t.co/V8dpwL8qM6",2,hospital
2023-02-11 18:00:38+00:00,surgicalcaps,Winter Beanies for the Medical and Dental fields. Summer Beanies Winter Beanies Embroidered in the USA. Base Made in Vietnam. 100% Acrylic - In Stock Ships Daily Worldwide https://t.co/SpcGChjy9A #beanies #beanie #medical #dental #medicine #dentistry #winterbeanies #summerbeanies https://t.co/0hICOMsja2,2,hospital
2023-02-11 18:00:11+00:00,ClareZimMD,We are cheering for the @Chiefs at the childrens’ #hospital this weekend. #SuperBowl ❤️🎗️ https://t.co/X6yEc6Ugsm,2,hospital
2023-02-11 17:51:17+00:00,SoniaGreens,"It’s been a busy day today, spent over 3hrs with my plants this morning🍀. I’m happy I’m getting pleasant and encouraging reviews from my shipments this week🚚, I believe next week would be better👍🏻Happy Saturday.Have a great weekend👍🏻#CannabisCommunity #MedicalCannabis #Medical https://t.co/YIafIXymOi",2,hospital
