Time,Username,,Tweet,Label,Public_Place
2023-02-11 22:30:16+00:00,LaRomanaAirport,,"LRM goal is to providing good services to guests, crew and the aircraft. Our commitment is serving you in a way that you’ll always want to come back! #LaRomanaAirport staff wishes you all a great weekend

#condorairlines #neosair #germany #italy #travel #airport #laromana https://t.co/cZdvSvvILK",1,hospital
2023-02-11 22:29:12+00:00,JosenotJuan1,,"I’ve heard of “eating on the go,” but I think this is too far #toilet #food #Airport https://t.co/MpnrI8JLWF",1,hospital
2023-02-11 22:23:30+00:00,AirportArtwork,,"Airport Scene
#Airport   #travel #airportartwork #art #generated #ai #generatedart #styletransfer #disruption https://t.co/6DyLzl2jGK",1,hospital
2023-02-11 22:20:07+00:00,RobWehmeyer,,"As I sit waiting for my flight to finish boarding, I’m reminded of how bizarrely some people dress when taking a flight. #AmericanAirlines #MIA #LAS #Miami #LasVegas #AmericanAir #AirTravel",1,hospital
2023-02-11 22:15:51+00:00,vhulden,,"Hello all who #travel with #babies, here's a story about why you might not want to #fly with @iberia (@iberia_en) when you #travelwithbaby : 🧵 1/18",1,hospital
2023-02-11 22:11:34+00:00,tattedsinner09,,I love Whitney dawg 😩 #FLY high baby !! Yoooouuu Betta lay low 😂 https://t.co/QcjxYp2DOY,1,hospital
2023-02-11 22:01:32+00:00,RGAPMobileLive,,@RPHS_French #WhooHoo! Mr. Tanguay (RPHS French Teacher) looking #Fly along with our French Ss who attended their 1st #French #Opera on Friday! @RPHS_World @RPHS_Panthers @FBISDWorldLang @FBISD_MSD @ACTFL @TFLA_Tweets @HATFL_FL,1,hospital
2023-02-11 22:01:01+00:00,CAO_JOBS,,"Get ready for CAO's Customer Service Airport Recruitment Event next Thursday! Walk-Ins are welcome.

#airline #airport #airplane #aviation #job #wkdev #career #EWRJobs #LGAJobs #ewrhiringevent #lgahiringevent https://t.co/o3q9ovGaIf",1,hospital
2023-02-11 22:00:53+00:00,GarageItalian,,"posto vicino al finestrino, posto corridoio, posto centrale. window seat, aisle seat, middle seat. #travel #airport in #Italian #learnitalian #italiano #imparareitaliano #languages #langtwt . #Free content, #lessons, and more: https://t.co/4SNhNMagh9",1,hospital
2023-02-11 21:52:03+00:00,FlyDanceCompany,,"Hope everyone is ready for a great workshop!

FREE Hip-Hop Workshop
with FLY Dance Company

Sat, Feb 11th @ 3:30pm

Edmonton Court, Portage

Place Shopping Centre

Presented in collaboration with
Winnipeg Symphony Orchestra

#FLY #FlyDance #FLY #TheGentlemenofHipHop https://t.co/FCeYtihxQW",1,hospital
2023-02-11 21:45:06+00:00,FunkoPOPsNews,,"FigPin fans. The eVend exclusive Blue Eyes White Dragon pin is available below ~ in the bundle you get 2 regular exclusives and 1 Diamond exclusive ~
Linky ~ https://t.co/K3s1NrXb4q
#Ad #FPN #FunkoPOPNews #Funko #Loungefly #MadEngine #Fly #figpin #Disney #Backpacks https://t.co/url1nrp7Da",1,hospital
2023-02-11 21:39:05+00:00,SpiritCoachTalk,,"When we feel heavy, we forget that we can just take off the “stuff “that is weighing us down. We somehow believe we have to carry all that weight around with us, that we can’t just put it down and be free. But it's that simple. Lose the weight and fly.

#letgo #innerpeace #fly https://t.co/5drKya28eT",1,hospital
2023-02-11 21:33:19+00:00,midmichigannow,,"An airline jet being towed on a taxiway collided with a shuttle bus at Los Angeles International Airport late Friday, injuring five people.

#NationalNews #LAX #LosAngeles #Airport 

https://t.co/7ebfioZqLn",1,hospital
2023-02-11 21:32:18+00:00,Karynne_Summars,,Approach into Innsbruck. Scary but beautiful! #airtravel #Innsbruck Mountains everywhere! https://t.co/UlQN3vw0Dg,1,hospital
2023-02-11 21:27:16+00:00,AirportArtwork,,"Airport scene in the style of Dan Mumford
#Airport   #travel #airportartwork #art #generated #ai #generatedart #styletransfer #disruption https://t.co/F2nwrpBuS4",1,hospital
2023-02-11 20:51:41+00:00,onedogclass,,"Where Eagles Fly 

#eagle #fly #eagles #goldframe #painting 
https://t.co/pOAjTLaA90 https://t.co/c2FPSBWjsh",1,hospital
2023-02-11 20:50:10+00:00,AirportArtwork,,"Airport in the style of Bob Ross
#airport  #travel #airportartwork #art #generated #ai #generatedart #styletransfer #disruption https://t.co/COTe3O9c6k",1,hospital
2023-02-11 20:40:00+00:00,NobleRDeals,,"$25 off when you download the Hopper app and use promo code: adamw3uu

#hopper #travel #travelplans #travelgoals #hotel #vacation #vacay #vacationtime #deals #goals #motivation #newyear #airport #freebies #deals #traveling",1,hospital
2023-02-11 20:37:47+00:00,Boost_Ninja,,Like #animals? The common #swift can #fly while they are #sleeping. Weird right?,1,hospital
2023-02-11 20:30:41+00:00,FunkoPOPsNews,,"Disney fans, be sure to take advantage of their new sale! Use code DISNEYPAL to grab 25% off most of the items on the website ~ head to the link below!
Linky ~ https://t.co/2TjbH0kesY
#Ad #FPN #FunkoPOPNews #Funko #Loungefly #MadEngine #Fly #FunkoXLoungefly #Disney #Backpacks https://t.co/nk1ui6Ec31",1,hospital
2023-02-11 20:24:10+00:00,SamMctweets,,"Looking to get away at the beginning of April or beginning / end of may. Couple of nights Europe. Any recommendations - not austria, Denmark or Germany. #travel #holiday #ryanair #easyjet #britishairways #airport",1,hospital
2023-02-11 20:19:56+00:00,lynxmc1,,@JetBlue you need to fix your website asap. Trying to view/select seats but keep getting application error. Cleared everything on browser but still no luck. Hard to get to a live person for help. This is a horrible experience. #jetblue #airlines #airtravel #trueblue,1,hospital
2023-02-11 20:16:29+00:00,plansartstudio,,35 years ago…. #michaeljordan #nba #Jordan #flyman #fly #goodmoments https://t.co/J05B9RXMQx,1,hospital
2023-02-11 20:08:07+00:00,jesseabn,,Let’s get this party started! #reunion #highschool #fly https://t.co/e6sJBHDw9R,1,hospital
2023-02-11 20:07:03+00:00,DailyChoicesMag,,Don't Forget To Fly With a Tennis Ball - https://t.co/GbhIVCG7xr #fly #tennisball https://t.co/lNmrWordST,1,hospital
2023-02-11 19:57:49+00:00,hines_stephen,,"Are these #airport incidents becoming more common, or are we just hearing more about them?

https://t.co/Gz7o7170Q6",1,hospital
2023-02-11 19:41:32+00:00,KINGGMOCHA,,Come fly wit me ✈️✈️✈️✈️ #black #blackman #man #neromelanin #peace #relax #betrue #live #loveyou #flightattendant #fly #Skyhigh #travel #life #justme #flying #living #lovewhatido #darkskin #Me #foodie #explore #explorepage https://t.co/GUgPEDtp3v,1,hospital
2023-02-11 19:40:57+00:00,RivetingWomen,,Giving new meaning to the words. Fly Eagles Fly!  #pilots #herstory #rivetingwomen #fly https://t.co/2hTQ1BCnqV,1,hospital
2023-02-11 19:38:03+00:00,flopwonie,,at the #airport,1,hospital
2023-02-11 19:37:06+00:00,alegnamedia,,Joie https://t.co/tDmWZUgTqr #melanin #fly https://t.co/MaaGVJYNCl,1,hospital
2023-02-11 19:32:42+00:00,Cat57912235,,"@anna_drehel Very slick...dat yas #Caturday night catsuit?
#HeHe 

#lol #slick #elegant #dress #dressUp #outfit #outdoors #nature #natural #woods #forest #walk #catsuit #fly #cat #cats #catsoftwitter #pets #petsoftwitter #Saturdayvibes #weekendvibes #suit #tie #pretty https://t.co/YrMJl2Z4U5",1,hospital
2023-02-11 19:26:07+00:00,saada186,,"#NewsBreak ✈️ 
.
#LosAngelesCL: Four people were hospitalized after an #American airlines jet and a shuttle bus collided on a taxiway at #LAX'; 
#pakustv #NYC #Airport #aviation #planes #LosAngeles https://t.co/q2vztNXcKV",1,hospital
2023-02-11 19:23:18+00:00,vvurimindi,,"@Reuters Don't publish rigged survey results! No rational #Indian would support @narendramodi for assisting @gautam_adani @AdaniOnline to unlawfully take #Mumbai #Airport from @GVSanjayReddy through @cbic_india @dir_ed threats of prosecution.
https://t.co/HY1EVrfNRx",1,hospital
2023-02-11 19:21:37+00:00,kennethpastush1,,Saturday nights are for the #DefinitiveMOVIES! on #MOVIES!TV (CH. 2.2 in #Detroit/#yqg.) You can see #IrwinAllen's #ThePoseidonAdventure tonight at 8 p.m. #TheMasterOfDisaster also produced #TheToweringInferno. #Earthquake and #Airport are other great #disasterfilms of the 1970s. https://t.co/0RShYq0KCU,1,hospital
2023-02-11 19:20:56+00:00,GoLadacan,,"#LutonAirport DART is set to be investigated after incurring £70 million overspend, and a two year delay. This is in addition to Auditors resigning last year after disagreements with #LutonRising on the valuation of the #airport.
#stoplutonairportexpansion
https://t.co/wcYTTbVVEr",1,hospital
2023-02-11 19:18:56+00:00,ArtBenderCris,,Animation. 005 Flight #Art #2D #2DArt #Blender2D #Flight #Fly #SuperheroLanding https://t.co/mHOIIFl0Dq,1,hospital
2023-02-11 18:56:27+00:00,DisFanCom,,Here's how the situation is changing... #WaltDisneyWorld #ReedyCreek #AirTravel   https://t.co/K8qteEOl53,1,hospital
2023-02-11 18:54:42+00:00,IndMediaGroup,,Multiple Injured After Commercial Plane Collides With Bus at LAX Airport #LAXAirport #AmericanAirlines #LosAngelesInternationalAirport #LAAirportBusPlaneCollision #California #AirTravel #Southend #Knutsford  https://t.co/OfdZrWBlRD,1,hospital
2023-02-11 18:52:03+00:00,SKPguy,,#WIWTARCHIVE #StHelena  #Construction #StHelenaAirport #Walking #Airport  As far as you can go - Down to the sea https://t.co/bLhRMn56UN,1,hospital
2023-02-11 18:49:01+00:00,MichelleRooney7,,"Not always easy, but always worth it.👏🏻
#truerevolutioncoaching #brave #bravery #courage #beautiful #butterfly #caterpillar #growth #strength #faith #live #life #wellbeing #love #lifecoach #fly https://t.co/rsZk0QINNV",1,hospital
2023-02-11 18:45:10+00:00,OnliTraveller,,"Passenger saved from a mid-flight seat swap by another passenger...
https://t.co/ZiNYjFJX23
#seatswap #airtravel https://t.co/hoEgcjA3xx",1,hospital
2023-02-11 18:26:22+00:00,RovePestControl,,"A few easy tips you can use for how to get rid of fruit flies

https://t.co/5BImedGzdr

#flies #fly https://t.co/DJks5VZuQ0",1,hospital
2023-02-11 18:21:04+00:00,deepakrazdan,,"@aaibplairport #Bhopal #BhopalRajabhojAirport #rajabhoj #airport #Bhopal #Security @airindiain Interesting story. My sister traveling from Delhi-Bhopal some days back Air India, lost one of her diamond earring in flight. The security office Sonia Singh found it and handed it back",1,hospital
2023-02-11 18:04:57+00:00,ImVijayShankar,,"Shivamogga Airport Video 💯💥

Hope You All Like This Editz🔥

Instagram: https://t.co/KsqUaReIwg…

YouTube: https://t.co/AUzFY9B8BB

#Shivamogga #Airport #ShivamoggaAirPort #Karnataka

https://t.co/2kecN3B6yU",1,hospital
2023-02-11 18:03:38+00:00,Onyebuc38614205,,@wfjames_brown Pls don’t forget me this time remember me I need foodstuffs in this hard time in Nigeria and I am to pay my fee before Monday pass pls abeg  look my side God bless u for the hope               FCMB 6858304016.     Thanks.#fly pool party,1,hospital
2023-02-11 18:01:14+00:00,Steveebigwei,,@DAMIADENUGA Yes ooo #FLY,1,hospital
2023-02-11 18:01:00+00:00,bhobieee,,"FireFly @designbyhumans by @Boby_Berto https://t.co/0kuB3ZWuab
#fire #fly #abstract #colors #paint #firefly #tshirt #tshirts #tshirtdesign https://t.co/XPvaOFDZDD",1,hospital
2023-02-11 18:00:19+00:00,rapid_trace,,Life is meant for good friends and great adventures. #travel #rapid #test #COVID #Canada #virtual #online #session #airport #cruise #border https://t.co/eZelt33F2M,1,hospital
2023-02-11 17:59:22+00:00,newsoneplace,,"(USA TODAY):'#Fly, #Eagles #Fly!' History shows Philadelphia fans take that song to heart : Light poles are being greased and Philadelphia's school district will be on a two-hour delay in preparation for an Eagles win in Super .. https://t.co/I2E9ii7x8c",1,hospital
2023-02-11 17:58:12+00:00,neilsoneworld,,"What is the @DubaiIntlHotel Ahlan First Class lounge in @DubaiAirports Dubai's Terminal 1 (Concourse D) like?

Pretty good we say! 

#DXB #Dubai #Terminal1 #ConcourseD #AhlanFirstClass #AirlineLounge #Airport

https://t.co/nOnWT6Scod",1,hospital
2023-02-11 17:54:27+00:00,Wolv_CoachM,,"Jerrell Sackett takes the gold in the 100 butterfly at the IAC Championships. 
#wcsdletsgo #fly #champion https://t.co/GUAoZsWZyh",1,hospital
2023-02-11 17:48:31+00:00,SameerSen26,,Plane ticket prices are already rising and are expected to soar to pre-pandemic levels by this summer. #airtickets #airtravel #airvacations #sameersen26 https://t.co/zAyZOf2Fi0,1,hospital
2023-02-11 17:41:12+00:00,methodeva,,How To Compete With #Apple https://t.co/5pLJctBLMe #hewlettpackard #appletv #innovation #dell #cisco #iphone #itunes #airport #ipod #nokia #finiteloop,1,hospital
2023-02-11 17:36:19+00:00,alspottfly,,"coming back to the old times
#London #GreatBritain #Airport https://t.co/61BxaO2u30",1,hospital
2023-02-11 17:03:29+00:00,LilRonTrackz,,"Women's Classic and ""Limited Edition"" 🌠🎆🏝🚀💎 TouristLife® Hoodies

https://t.co/r54lSqpcMW 

📲 ® ™️🌴🌏🔥✈️🗺👕💦🌟🌃🌠🌇🎑🌠🏝🚀🧿 

Now accepting Afterpay 
Go Shop 

#Clothing #Apparel #Style #Travel #Fresh #Designer #Streetwear #Fly #logo #Dope #Brand #Tourist #Fashion https://t.co/0dn2yZBRgJ",1,hospital
2023-02-11 16:59:46+00:00,AircraftVortex,,Nice cold day at KCLT 🥶✈️                          #aircraft #Airplane #airport https://t.co/jzbYnOABfk,1,hospital
2023-02-11 16:56:36+00:00,hlmalik,,"#LoveArt #interiordesign
#modern #contemporary #OriginalPainting #ArtCollectors #ArtLovers -Harsh Malik

#Sunflowers #burning #desire to #fly #nature #NaturePhotography 

https://t.co/oZh17uDZpQ #Etsy

https://t.co/C6CcWj3tQ5 #Redbubble 

https://t.co/EWPreadYag #FineArtAmerica",1,hospital
2023-02-11 16:40:03+00:00,VijayShankar89,,"Shivamogga Airport Video 💯💥

Hope You All Like This Editz🔥

Instagram: https://t.co/X1d4FLnhrZ…

YouTube: https://t.co/Fr6obgC02M

#Shivamogga #Airport #ShivamoggaAirPort #Karnataka #YashBOSS𓃵 #KabzaaTitleTrack #Kranti #Bengaluru #D56 #DBoss𓃰 #KicchaBOSS𓃵 #PuneethRajkumar https://t.co/kd7zZLSBeC",1,hospital
2023-02-11 16:31:22+00:00,BRLimousines,,Enjoy your next ride with comfort and luxury with BaskingRidge Limo #exclusive #carservice #blackcarservice #limoservice #transportation #airport #fastbooking. Call us (908) 338 0030 or book online https://t.co/1AUHlI9DY0,1,hospital
2023-02-11 16:30:00+00:00,AlArabiya_Eng,,"A jet being towed on a taxiway has collided with a bus at Los Angeles International #Airport, injuring five people.

#LA 

https://t.co/jSRIKjInQn",1,hospital
2023-02-11 16:30:00+00:00,orfgeotech,,"#DigiYatra comes with its own #data security concerns, but #airport infrastructure needed to support this system has to be robust as well, lest it falls victim to #cyberattacks or other disruptions, notes @TrishBytes https://t.co/apgrOEK2qR",1,hospital
2023-02-11 16:27:34+00:00,iitismd,,"@AnilHansrajJai2 @JharkhandCMO @HemantSorenJMM @Rajivsharma111 @rajsinhabjp @DhanbadJpa @JMM_Dhanbad @MantuchauhanJMM @IITISM_DHANBAD #Airport is needed for #Dhanbad. This will boost industrial growth and help people living/working in the area to connect with important cities. #IIT #coalindia #BCCL #DGMS #IITDhanbad #ISMDhanbad 
@JM_Scindia",1,hospital
2023-02-11 16:19:11+00:00,_liv_laugh_luv2,,America Ready for the  : #SuperBowlSunday tomorrow #Fly #Eagles 🦅 #Fly #EaglesvsCheif . 🙌,1,hospital
2023-02-11 16:12:31+00:00,birrlad,,"Japan Airlines 777-346(ER) JA738J banking out of @JFKairport. (Sept 2022)
#avgeek #aviation #airline #airtravel #JAL #Boeing #planespotting #Japanairlines #JFKAirport #NewYork https://t.co/v0eIa7GSvH",1,hospital
2023-02-11 16:12:06+00:00,gatwickcarsltd_,,"You can count on Airport Cars Gatwick 🙌
We are the only official taxi/private hire transfer service operated from Gatwick Airport - we're safe, reliable and trusted 🚖

#Gatwick #Airport #AirportCars #AirportCars https://t.co/GXx1T3NzKI",1,hospital
2023-02-11 16:11:29+00:00,mi6o25,,"Out of all days to miss, this would have been the funnest! #Gibraltar #airport #easyjet #britishairways https://t.co/MwIQ7timcO",1,hospital
2023-02-11 16:10:05+00:00,soumojit_aero,,"Check out this awesome vista from the @airvistara flight i took.

#spotvistara #vistaraairlines #Odisha #Bhubaneswar #airplane #airport #airportwindows #windowseat #windowview #airportviews #instagramhub #photooftheday https://t.co/ngg0nXO6pn",1,hospital
2023-02-11 16:08:27+00:00,HickoryAvMuseum,,"The F-105B ""Thunderchief"" is stunning from every angle, and ours is the 2nd oldest remaining example of this great aircraft.  #usaf @AFmuseum #jet #f105thunderchief #thud #jet #jets #aviationphotography #aircraft #aviation #avgeeks #planespotting #hickorync #fly https://t.co/vRaJGXIfsv",1,hospital
2023-02-11 16:07:37+00:00,kamsservicesltd,,"Do you want to book taxi/minicab services for your trip? Book your services with Kams Services LTD easily.

Call us: 02045024920
Whatsapp us: +44 20 3745 5524
Book Online:- https://t.co/xLLgMLwMIQ

#airport #hospital #wedding #airporttransfer #minicab #cabservices #uk #london https://t.co/ZH7XOqzw9s",1,hospital
2023-02-11 16:02:17+00:00,CAO_JOBS,,"Join CAO, Elmcor &amp; NHS at our series of interactive skill-based virtual programs that are designed to help prepare job-seekers to become job ready. 

RSVP: https://t.co/Nw4q9qRcQx

#airline #airport #airplane #aviation #job #wkdev #career #JFKJobs #LGAJobs #EWRJobs https://t.co/v6ZypIGM84",1,hospital
2023-02-11 16:01:00+00:00,iamstevenallen,,how do you like your drones?? 😪 #candycrush #wouldyourather #drone #fly #SaturdayMorning #SaturdayMotivation https://t.co/2j66ZZNspm,1,hospital
2023-02-11 15:53:58+00:00,Dawoodpotojamal,,"If you want to #fly with #Eagles,

stop #swimming with #Ducks..!! https://t.co/N1RuWIQrr7",1,hospital
2023-02-11 15:45:34+00:00,BandanaMrs,,WHY TRYING TO DIVERTING &amp; BE FOOLING CITIZEN REG #AdaniGroups &amp; #hidenburgreport ? ARE CITIZEN TOTALLY FOOL? HOW #AdaniGroups GOT 6 NOS GOVT #Airport CONTRACT ? WHAT WAS THE VESTED INTEREST BEHIND THID SINCE PUBLIC MONEY INVOLVED? @bhavi_kap @ArunSFan @RajanWalawalkar @WuntakalL https://t.co/5tOm2W5P5x,1,hospital
2023-02-11 15:42:33+00:00,ArloBoysHoops,,"‼️🦅 GAME DAY 🦅‼️

🆚️ Wisner
📍 Arlington High School
⏰️ 3:30 (JV @ 2:00)
💻https://t.co/Ah9nQ2IZkW

#Fly🦅Fly https://t.co/6j2FxPNLsP",1,hospital
2023-02-11 15:42:01+00:00,KrishDSahoo,,"I believe every staff undergoes training, from sanitation department to desk jobs... what about the staff in charge of bags?! #airline #airport #bhubaneswarairport #luggage",1,hospital
2023-02-11 15:38:10+00:00,fishing188,,63e7b66045063 That's like butter well howdy friends Brian flushing a Mad River Outfitters in the midwest fly fishing schools and uh welcome back to anothe... #Contact #Fishing #Fly #Fundamentals #NonContact https://t.co/ZB6dv5xhYh,1,hospital
2023-02-11 15:02:42+00:00,LangaraFalcons,,"🏀 ON THE ROAD ❗️❗️⁠
⁠
Our Falcons move on to Penticton for the second set of our double header against the Coyotes!

⌛️ Tip-Off Times ⁠
⁠
Women: 1:00PM⁠
Men: 3:00PM⁠
⁠
#GoFalconsGo #Fly⁠
⁠
📸: @sportsphotography.js https://t.co/ijDiqJK38k",1,hospital
2023-02-11 15:00:18+00:00,Cars_Limo,,"Take the stress out of traveling with our #airportcarservice! Enjoy a comfortable and hassle-free ride to and from the airports near #Brookfield.

Book now and arrive in style 🚗 https://t.co/GkRTDsDre5

#ComfortableTravel #CarService #Cars #Limo #LimoService #Airport https://t.co/ZTlC3NcqYE",1,hospital
2023-02-11 15:00:02+00:00,Larrys_Limo,,"We offer high-quality cars and chauffeurs for both personal and business needs. 🙌

Choose us and have a chauffeur at your disposal to take you wherever you need to go.
👉Link in bio!
#larryslimoworldwide #travel #luxury #car #airport #prom #luxurycars #vipservice https://t.co/4HZ505c8It",1,hospital
2023-02-11 14:49:14+00:00,anews,,"A jet being towed on a taxiway collided with a bus at Los Angeles International Airport late Friday, injuring five people. There was no interruption to airport operations. #LosAngeles #US #airport #accident https://t.co/kCac8pTtJ5",1,hospital
2023-02-11 14:45:52+00:00,RodAbercrombie,,"#tips #author #book #illustration #drawing #doodle #sketchbook #art #airport #dutyfree #penandink #penandinkdrawing #drawingoftgeday @partenope.glasgow @ Glasgow, United Kingdom https://t.co/kIQs0PxX24",1,hospital
2023-02-11 14:43:25+00:00,CancunTaxiEj,,"#TheBest #Price #Taxi #Cancun #Airport to ferry  #holbox 🚐😷🏝🏖
Visit us on the https://t.co/cZjRK2JQ4F for any question, contact our reservation phone available with WhatsApp &amp; Telegram:

📲 📞 +52-998 109 7800
📲 📞 +52-998 236 4234
📩 info@cancuntaxi.mx￼

We have https://t.co/uhGAF11RrV",1,hospital
2023-02-11 14:40:49+00:00,CancunTaxiMx,,"#TheBest #Price #Taxi #Cancun #Airport to ferry  #holbox 🚐😷🏝🏖
Visit us on the https://t.co/4zGQmgHxrd for any question, contact our reservation phone available with WhatsApp &amp; Telegram:

📲 📞 +52-998 109 7800
📲 📞 +52-998 236 4234
📩 info@cancuntaxi.mx￼

We have https://t.co/dEUFYDWD8Z",1,hospital
2023-02-11 14:30:01+00:00,ThesupplierP,,Few weeks ago #chillin #loveyal #cincinnati #fly #30 #dirty30 #priceless #ohio https://t.co/PGlpwsvEa2,1,hospital
2023-02-11 14:25:07+00:00,AVSGroupAG,,"We create clever permanent, temporary or mobile security #controlroom &amp; #workplaces with #intellicontrol &amp; #intelliscreen #askus solutions #SmartCity #cybersecurity #airport #futureworkspace #monitoring #Military #traffic #collaboration #ergonomie #Police #G7 #Wef https://t.co/HpVxUMuso7",1,hospital
2023-02-11 14:17:40+00:00,UAVHive,,"This audio demonstrates why a #drone sighting at an #airport causes temporary closures.

This particular #Dublin sighting which was years ago sounds credible.

It highlights the need for educating local residential communities &amp; having a decent C-UAS with video capture. https://t.co/i0kSJuKmOt",1,hospital
2023-02-11 14:13:03+00:00,TeamSam999,,Another day at work loving life #heathrow #Airport #lovinglife #work #worklife #amazing #plane #Airplane #london https://t.co/Nsp3qgTANm,1,hospital
2023-02-11 14:12:00+00:00,JoshPNamm,,What's the safest seat on a plane? We asked an aviation expert https://t.co/z89msnjWAx #AirTravel #Safety #Travel #TravelTips,1,hospital
2023-02-11 14:01:25+00:00,thecancunsun,,"Cancun Airport Starts Year With Huge Increase In Passengers – 5 Tips Travelers Should Know

https://t.co/c9JzPmzyq2

#Cancun #airport #traveler",1,hospital
2023-02-11 13:59:44+00:00,KBOSAviation,,"Early sunrise. It was a @AmericanAir that caught my eye today, taxiing on the AOA at Boston Logan International Airport. @BigJetTVLIVE @StormHour @ThePhotoHour @weatherchannel
#AmericanAirlines #Aviation #Airport #Photography #Flying #AviationPhotography #Sunrise https://t.co/nkAe4gJAes",1,hospital
2023-02-11 13:55:37+00:00,hknewsonline,,#Mangalore #Traffic diversions on routes to #airport following #AmitShahs visit near #Kenjar https://t.co/RVc1OEodCZ,1,hospital
2023-02-11 13:53:24+00:00,KBOSAviation,,"Yesterday was @Delta day for me. A beautiful sunny day on the AOA at Boston Logan International Airport. @BigJetTVLIVE
#Delta #Aviation #Photography #Airport #Taxiway #BlueSky #Flying #AviationPhotography #TerminalA https://t.co/Pss8VWwJ1m",1,hospital
2023-02-11 13:42:31+00:00,mataxiservice,,"Reliable private airport transfers servicing TRUSTED BY MILLIONS OF TRAVELERS

#manchester #airport #taxis #taxi #transfer #manchesterairport #airporttaxis #taxitransfers #taxitransfer #transfers https://t.co/FEDomLGfrz",1,hospital
2023-02-11 13:37:50+00:00,agk4444,,"Vicky Kaushal Spotted At Airport In Mumbai Arrival - Gallery

 #VickyKaushal #Airport #Mumbai 

https://t.co/cbRpXRpGiH https://t.co/t7XxkpDo6s",1,hospital
2023-02-11 13:37:45+00:00,SocialNewsXYZ,,"Vicky Kaushal Spotted At Airport In Mumbai Arrival - Gallery

 #VickyKaushal #Airport #Mumbai 

https://t.co/KJJNcblt0N https://t.co/3u2hAOgcxc",1,hospital
2023-02-11 13:35:08+00:00,ShenJX66666,,"Two old B733
#aviationphotography #plane #planespotting #airport #boeing #aviation #boeing737 #b737 @ Harbin, China https://t.co/49BuUAOLxA",1,hospital
2023-02-11 13:34:52+00:00,agk4444,,"Vani Kapoor Spotted At Airport In Mumbai Departure - Gallery

 #VaniKapoor #Airport #Mumbai 

https://t.co/50AX8J3F7y https://t.co/7pCYHKU6Zo",1,hospital
2023-02-11 13:34:46+00:00,SocialNewsXYZ,,"Vani Kapoor Spotted At Airport In Mumbai Departure - Gallery

 #VaniKapoor #Airport #Mumbai 

https://t.co/xsdZpSRBqz https://t.co/ysjqeeAvlt",1,hospital
2023-02-11 13:34:20+00:00,agk4444,,"Urvashi Rautela Spotted At Airport In Mumbai Departure - Gallery

 #UrvashiRautela #Airport #Mumbai 

https://t.co/wR0K4KETF1 https://t.co/h4fLOfXShy",1,hospital
